2532
3,"65,97775","51,95876"
4,"66,13673","51,95876"
5,"66,13673","52,16495"
6,"66,29571","52,16495"
7,"66,45469","52,16495"
8,"66,45469","52,37114"
9,"66,61367","52,37114"
10,"66,61367","52,57732"
11,"66,77266","52,57732"
12,"66,77266","52,7835"
13,"66,93164","52,7835"
14,"67,09062","52,7835"
15,"67,09062","52,98969"
16,"67,2496","52,98969"
17,"67,40858","52,98969"
18,"67,56757","52,98969"
19,"67,72655","52,98969"
20,"67,72655","53,19588"
21,"67,88554","53,19588"
22,"67,88554","53,40206"
23,"68,04452","53,40206"
24,"68,2035","53,40206"
25,"68,36248","53,40206"
26,"68,36248","53,60825"
27,"68,52146","53,60825"
28,"68,68044","53,60825"
29,"68,83943","53,81443"
30,"68,99841","53,81443"
31,"69,15739","53,81443"
32,"69,15739","54,02062"
33,"69,31638","54,02062"
34,"69,31638","54,02062"
35,"69,47536","54,02062"
36,"69,47536","54,2268"
37,"69,63434","54,2268"
38,"69,79333","54,2268"
39,"69,95231","54,2268"
40,"69,95231","54,43299"
41,"70,11129","54,43299"
42,"70,27027","54,43299"
43,"70,42925","54,63918"
44,"70,42925","54,84536"
45,"70,58823","54,84536"
46,"70,58823","55,05155"
47,"70,74722","55,05155"
48,"70,9062","55,25773"
49,"71,06519","55,25773"
50,"71,06519","55,46392"
51,"71,22417","55,46392"
52,"71,22417","55,6701"
53,"71,38315","55,87629"
54,"71,54213","55,87629"
55,"71,70111","55,87629"
56,"71,70111","56,08247"
57,"71,8601","56,08247"
58,"72,01908","56,08247"
59,"72,17806","56,28866"
60,"72,33704","56,28866"
61,"72,49603","56,28866"
62,"72,65501","56,28866"
63,"72,814","56,28866"
64,"72,97298","56,28866"
65,"73,13196","56,28866"
66,"73,29094","56,49485"
67,"73,44992","56,49485"
68,"73,6089","56,70103"
69,"73,76788","56,70103"
70,"73,76788","56,90722"
71,"73,92687","56,90722"
72,"74,08585","56,90722"
73,"74,24483","56,90722"
74,"74,24483","57,1134"
75,"74,40382","57,1134"
76,"74,40382","57,31959"
77,"74,5628","57,31959"
78,"74,72178","57,31959"
79,"74,72178","57,52577"
80,"74,88077","57,73196"
81,"75,03975","57,73196"
82,"75,19873","57,73196"
83,"75,19873","57,93814"
84,"75,35771","57,93814"
85,"75,51669","57,93814"
86,"75,67567","58,14433"
87,"75,83466","58,14433"
88,"75,99364","58,14433"
89,"76,15263","58,14433"
90,"76,31161","58,14433"
91,"76,31161","58,35052"
92,"76,47059","58,35052"
93,"76,47059","58,5567"
94,"76,62957","58,5567"
95,"76,78855","58,5567"
96,"76,94754","58,5567"
97,"76,94754","58,76289"
98,"77,10652","58,76289"
99,"77,10652","58,96907"
100,"77,2655","58,96907"
101,"77,2655","59,17526"
102,"77,2655","59,38144"
103,"77,42448","59,38144"
104,"77,58347","59,38144"
105,"77,74245","59,38144"
106,"77,74245","59,58763"
107,"77,90144","59,58763"
108,"78,06042","59,58763"
109,"78,2194","59,58763"
110,"78,2194","59,79382"
111,"78,37838","59,79382"
112,"78,53736","59,79382"
113,"78,69634","59,79382"
114,"78,69634","60"
115,"78,85532","60"
116,"79,01431","60"
117,"79,01431","60,20618"
118,"79,17329","60,20618"
119,"79,33228","60,20618"
120,"79,49126","60,20618"
121,"79,49126","60,41237"
122,"79,65024","60,41237"
123,"79,80922","60,41237"
124,"79,96821","60,41237"
125,"80,12719","60,41237"
126,"80,12719","60,61856"
127,"80,28617","60,61856"
128,"80,44515","60,61856"
129,"80,60413","60,61856"
130,"80,76311","60,61856"
131,"80,76311","60,82474"
132,"80,76311","61,03093"
133,"80,9221","61,03093"
134,"81,08109","61,03093"
135,"81,08109","61,23711"
136,"81,24007","61,23711"
137,"81,24007","61,4433"
138,"81,39905","61,4433"
139,"81,55803","61,4433"
140,"81,55803","61,64948"
141,"81,71701","61,64948"
142,"81,71701","61,85567"
143,"81,87599","61,85567"
144,"81,87599","62,06186"
145,"82,03498","62,06186"
146,"82,19396","62,06186"
147,"82,19396","62,26804"
148,"82,35294","62,26804"
149,"82,51192","62,26804"
